Row,coelomocyte,endocrine,epithelium,excretory,germline,gland,glia,gonad,hypodermis,intestine,mesoderm,muscle,neuron,pharynx,seam,valve,vulva
RM02313,1,1,1.5811,24.4453,6.4582,2.474,5.8609,36.5835,110.8592,5.4122,1.9813,1.394,1.8128,1,12.5205,1,1
RM03102,1,16.7773,4.0992,176.8396,22.833,4.3166,17.7781,102.5614,383.5842,20.8549,9.8314,8.2505,6.7576,13.2754,127.1126,10.139,13.8114
RM03103,1,16.7773,4.0992,176.8396,22.833,4.3166,17.7781,102.5614,383.5842,20.8549,9.8314,8.2505,6.7576,13.2754,127.1126,10.139,13.8114
RMC0014,1,20.7216,13.4937,118.2264,22.833,19.794,27.3432,45.4794,107.4938,34.0915,12.7752,15.501,5.1997,31.6884,80.0502,11.6621,44.9247
RM02488,23.86,68.0535,23.7599,118.2264,50.1242,15.7404,37.8491,41.4022,110.4987,25.2671,29.4566,25.9039,15.6537,56.2391,122.0877,20.8011,39.4341
RM01939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC03956,1,12.833,65.7931,1,104.7067,69.5429,12.4467,34.3596,2.6827,14.2366,2.9625,26.6132,4.861,80.7898,3.3286,69.5423,24.7925
DMN0021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC00602,14.43,10.8886,8.4236,3,46.666,7.0536,7.7041,32.6529,68.2665,186.1062,14.7752,9.3836,9.5931,3,7.9023,44.1253,23.1321
RC06983,103.8701,40.4432,48.8442,200.2849,88.332,29.3753,171.4466,31.7649,113.0228,100.2744,77.5386,35.3611,15.8118,111.4782,42.4247,31.4632,35.7737
RC00527,58.15,32.5546,27.3434,24.4453,55.5825,18.32,19.0325,37.6955,27.8037,56.1525,30.4379,21.2541,20.4856,25.5507,17.4228,32.9864,43.0945
RC05623,85.0101,60.2204,1251.855,438.7377,70.4989,63.2245,3659.8021,166.9793,1304.0795,124.1294,84.4823,134.3268,75.1075,1723.5506,651.8631,85.7276,129.4532
RC07140,103.8701,40.4432,48.8442,200.2849,88.332,29.3753,171.4466,31.7649,113.0228,100.2744,77.5386,35.3611,15.8118,111.4782,42.4247,31.4632,35.7737
RC06982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC02364,69.5801,8.8886,18.0457,1,28.2912,4.3166,19.6598,33.6183,27.9239,29.6793,58.8946,10.93,5.4029,25.5507,35.1938,7.0926,24.7925
RC00004,116.3001,136.107,104.7585,388.8472,143.9144,86.3888,81.3431,502.023,100.5608,679.2721,92.2763,308.8065,143.9762,407.0869,90.8548,94.9129,258.2273
RM00004,69.5801,103.5524,92.6207,387.8472,110.1649,84.6518,78.7751,469.5167,93.6712,673.8599,42.2131,290.3107,78.8747,406.0869,87.1585,68.0191,242.5857
RMC0027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RMC0028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC00100,59.15,25.6659,18.2709,25.4453,18.3747,21.1625,260.7276,20.9038,194.1936,59.3586,12.7939,13.5062,10.7832,32.6884,21.3643,24.8475,53.2455
RC05861,1,1,1.0969,1,6.4582,1,1.4704,1,2.202,14.2366,1.9813,1.1576,1.2935,1,1.3677,1,1
RC07172,2,2,45.0016,2,34.7495,4.9481,38.6923,6.4479,56.4488,8.6183,2.9813,9.3293,4.0547,149.3043,192.3332,8.0926,7.4906
RM01931,4,4,31.4088,27.4452,36.7494,9.1591,74.8757,24.0158,59.8911,120.9232,6.9438,17.1612,7.8159,59.2392,200.8287,20.7549,55.2454
RC00188,70.58,45.3876,36.4788,60.6132,72.9572,19.32,63.3106,48.7035,50.5592,26.2671,45.1756,39.9075,42.4614,38.8261,39.9931,44.6485,49.5851
RMC0155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0156,1,4.9443,1.4843,1,1,2.8426,1.6272,3092.6914,2.3222,7.6183,1.9813,3.7583,77.5425,1,1.6128,1,1
RC00138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM00138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC01931,4,4,31.4088,27.4452,36.7494,9.1591,74.8757,24.0158,59.8911,120.9232,6.9438,17.1612,7.8159,59.2392,200.8287,20.7549,55.2454
RC03106,4,4,31.4088,27.4452,36.7494,9.1591,74.8757,24.0158,59.8911,120.9232,6.9438,17.1612,7.8159,59.2392,200.8287,20.7549,55.2454
RM04433,35.29,12.833,51.8466,71.3359,39.2077,20.531,30.6361,42.5141,97.6377,106.8927,23.5691,64.6783,12.0862,68.5145,57.7445,26.8938,99.8305
RC08539,23.86,379.6549,283.3196,129.9491,17.3747,17.583,444.7571,12.1199,324.5679,104.6866,3.9438,25.3522,30.8945,166.7174,166.4538,100.0055,28.4529
RC03618,1,4.9443,1.1937,1,1,2.1055,1.3136,1.3707,2.0818,3.2061,2.9625,107.8661,1.429,1,2.4707,1,1
RC04183,1,4.9443,1.1937,1,1,2.1055,1.3136,1.3707,2.0818,3.2061,2.9625,107.8661,1.429,1,2.4707,1,1
RC04184,4679.8734,87.8307,267.6589,51.8906,48.6658,206.2066,621.399,407.5389,187.6981,86.6257,1135.4158,147.3304,253.368,103.203,23.2612,110.0981,65.3965
RCC0250,24.86,76.9421,48.3915,1867.9001,50.1242,27.4272,215.8816,72.7964,109.3351,52.7403,69.7072,29.347,61.9244,130.8913,128.2351,67.496,58.7361
DMN0033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN1001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN1005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RMC0088,13.43,41.4432,16.0434,60.6132,23.833,6.4222,20.0325,26.4637,126.5232,127.7475,8.8689,55.9059,8.4801,51.1014,26.6342,9.6158,40.4341
RMC0089,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0090,13.43,41.4432,16.0434,60.6132,23.833,6.4222,20.0325,26.4637,126.5232,127.7475,8.8689,55.9059,8.4801,51.1014,26.6342,9.6158,40.4341
RMC0091,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0092,2,2,2.9686,13.7226,2,2.3685,2.4704,2,2.3606,2,2,2.1576,4.7998,2,2,2,2
RMC0093,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0094,2,2,2.9686,13.7226,2,2.3685,2.4704,2,2.3606,2,2,2.1576,4.7998,2,2,2,2
RMC0095,13.43,41.4432,16.0434,60.6132,23.833,6.4222,20.0325,26.4637,126.5232,127.7475,8.8689,55.9059,8.4801,51.1014,26.6342,9.6158,40.4341
RMC0096,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0097,2,2,2.9686,13.7226,2,2.3685,2.4704,2,2.3606,2,2,2.1576,4.7998,2,2,2,2
RMC0098,13.43,41.4432,16.0434,60.6132,23.833,6.4222,20.0325,26.4637,126.5232,127.7475,8.8689,55.9059,8.4801,51.1014,26.6342,9.6158,40.4341
RMC0100,13.43,41.4432,16.0434,60.6132,23.833,6.4222,20.0325,26.4637,126.5232,127.7475,8.8689,55.9059,8.4801,51.1014,26.6342,9.6158,40.4341
RMC0103,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0104,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0105,52.72,49.3318,79.19,189.5623,40.2077,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,247.5073,113.7484,35.5096,136.9439
RMC0106,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0107,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RMC0126,52.72,49.3318,82.9672,241.4528,73.9572,30.0068,89.497,74.6497,404.056,295.411,33.4941,176.9138,43.7935,320.0217,113.7484,35.5096,136.9439
RCC0142,1,4.9443,3.9055,1,1,1.3685,3.6657,7.3013,4.0049,5.4122,3.9438,3.4431,2.6031,1,2.9609,1,8.3208
RCC0143,48.72,18.7773,18.9804,49.8905,8.4582,15.1608,59.6064,21.5331,59.4922,22.8549,14.7752,18.1315,15.6216,39.8261,97.2474,31.9401,89.0192
DMN0024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0071,1,4.9443,4.6803,106.5038,11.9165,1.737,184.9318,162.9793,207.7373,31.8854,1.9813,3.3643,4.0482,7.1377,957.8132,1,8.3208
RCC0072,1,1,1.3874,1,1,1.737,3.8225,1.7413,3.5241,120.1293,5.9063,1.4729,2.8515,1,3.5737,1,2.8302
RCC0073,12.43,21.7216,20.5638,24.4453,11.9165,4.6851,22.3254,3.4826,50.5208,120.1293,9.8501,12.6638,5.6804,7.1377,17.7905,5.0463,23.9623
RCC0029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCC0031,1,12.833,7.1984,36.1679,6.4582,4.6851,11.1923,12.4905,7.9714,7.6183,10.8126,3.6007,14.5925,7.1377,6.0249,8.6158,17.4718
RC01018,1,1,1.8717,1,17.3747,1,2.8817,1,1.4808,3.2061,7.8688,1.5517,2.874,1,1.6128,2.5232,2.8302
RC05969,1,1,2.1622,1,1,2.474,1.6272,2.4826,2.202,1,1,1.7093,1.7451,1,1.7354,5.5695,1
RC05970,36.29,41.4432,24.2757,2,12.9165,9.7387,21.4438,14.9731,11.0147,10.8244,15.7377,12.4029,16.7214,8.1377,9.8438,24.8475,36.7737
RC05972,12.43,16.7773,16.1087,12.7226,11.9165,27.5327,20.9142,13.9732,11.3369,7.6183,13.7564,9.6691,13.8926,19.413,10.437,29.9401,28.4529
RC05973,12.43,8.8886,15.1402,36.1679,28.2912,26.0587,16.3669,13.2318,10.3753,12.0305,11.7939,11.0088,8.451,37.8261,11.4175,14.7085,22.9623
RC06238,12.43,8.8886,15.1402,36.1679,28.2912,26.0587,16.3669,13.2318,10.3753,12.0305,11.7939,11.0088,8.451,37.8261,11.4175,14.7085,22.9623
RCC0037,35.29,190.3275,43.3237,71.3359,61.0407,81.3352,57.4497,47.3327,63.3818,27.4732,46.1381,39.538,86.6418,13.2754,58.9701,95.436,59.5662
RC01009,36.29,80.8864,83.7419,107.5038,89.3319,72.754,53.5888,72.7965,44.7898,94.6561,51.0632,32.3418,30.0882,44.9638,33.4975,59.8801,164.8873
RC06258,23.86,24.6659,11.1693,36.1679,11.9165,20.1625,12.6035,17.3091,14.3418,7.6183,13.7564,10.0631,9.2187,1,14.9717,25.3706,15.6416
RC06259,1,36.4989,4.7772,24.4453,11.9165,13.1608,6.9586,10.2665,6.2886,7.6183,5.9063,5.4133,8.0898,7.1377,4.6768,20.8011,15.6416
RC06260,1,4.9443,4.2929,12.7226,6.4582,3.2111,3.6657,4.336,7.9714,1,6.8876,2.7338,3.0773,1,31.7622,4.0463,10.151
RC06261,1,36.4989,4.7772,24.4453,11.9165,13.1608,6.9586,10.2665,6.2886,7.6183,5.9063,5.4133,8.0898,7.1377,4.6768,20.8011,15.6416
RC01005,69.5801,36.4989,24.5347,24.4453,28.2912,68.4373,21.6982,46.9621,19.39,27.4732,38.288,14.1612,27.4851,1,24.6538,29.9401,55.9058
RC06262,23.86,4.9443,4.0024,12.7226,6.4582,6.5277,3.8225,9.5252,6.0482,7.6183,14.7377,5.8862,2.5128,19.413,6.27,11.6621,21.1321
RC06263,23.86,4.9443,4.6803,1,1,12.4238,4.9201,4.336,4.2453,3.2061,5.9063,3.9948,3.9578,13.2754,3.8188,11.6621,6.4906
RC06264,1,4.9443,3.8087,24.4453,6.4582,2.474,3.5089,4.7066,4.2453,1,6.8876,3.3643,5.1771,1,3.8188,10.139,10.151
RC05976,115.3001,48.3319,31.7985,118.2264,39.2077,154.6687,32.8313,63.2712,23.4767,49.5342,48.1007,41.6659,45.8417,13.2754,12.1528,100.0055,151.076
RC05979,12.43,32.5546,9.0386,47.8906,11.9165,33.0604,10.7219,16.9385,16.3851,27.4732,13.7564,9.7479,12.312,13.2754,11.0498,14.7085,48.5851
RC05980,184.8801,116.3853,152.3122,318.5113,72.9572,487.6963,158.1774,158.79,137.1005,134.3659,98.1638,170.5742,104.8469,130.8913,255.8184,155.8394,234.4347
RC05981,184.8801,116.3853,152.3122,318.5113,72.9572,487.6963,158.1774,158.79,137.1005,134.3659,98.1638,170.5742,104.8469,130.8913,255.8184,155.8394,234.4347
RC05982,84.01,90.7751,133.5862,215.0075,47.6659,174.2517,394.4435,117.7933,128.2828,98.8623,271.885,93.6855,113.598,59.2392,235.7579,145.654,196.1705
RC05983,25.86,14.8329,31.2804,38.1679,13.9164,28.0587,22.6006,44.8848,24.5151,20.6488,34.4004,14.4274,60.2375,15.2754,31.9238,94.3897,129.2835
RCC0038,126.7301,99.608,77.6088,59.6132,17.3747,76.5446,68.1124,64.3832,66.7473,56.1525,90.295,72.244,74.6072,99.2029,44.6308,115.2371,136.4344
RCC0039,126.7301,99.608,77.6088,59.6132,17.3747,76.5446,68.1124,64.3832,66.7473,56.1525,90.295,72.244,74.6072,99.2029,44.6308,115.2371,136.4344
RC05985,35.29,48.3319,9.1355,12.7226,1,8.0017,14.9556,14.3438,10.2551,5.4122,151.1334,17.7077,48.3254,7.1377,7.0054,37.5559,28.4529
RC05988,35.29,24.6659,6.811,12.7226,1,13.5293,2.8817,13.2318,3.6443,27.4732,38.288,32.6815,46.6771,1,6.0249,63.4496,10.151
RC05989,126.7301,56.2205,17.3678,12.7226,33.7495,12.4238,9.6243,23.6104,10.0147,14.2366,131.5081,25.8251,38.3907,7.1377,3.5737,39.079,35.7737
RCC0040,61.15,67.1091,196.7327,50.8906,20.3746,203.364,600.9552,20.3091,62.8961,65.7708,39.3255,45.5327,82.4843,59.2392,20.7905,103.0055,62.5663
RCC0041,61.15,67.1091,196.7327,50.8906,20.3746,203.364,600.9552,20.3091,62.8961,65.7708,39.3255,45.5327,82.4843,59.2392,20.7905,103.0055,62.5663
RC09319,35.29,24.6659,6.811,12.7226,1,13.5293,2.8817,13.2318,3.6443,27.4732,38.288,32.6815,46.6771,1,6.0249,63.4496,10.151
RCC0042,61.15,67.1091,196.7327,50.8906,20.3746,203.364,600.9552,20.3091,62.8961,65.7708,39.3255,45.5327,82.4843,59.2392,20.7905,103.0055,62.5663
RCC0136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC02186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMN0083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RM00112,1,1,1.678,1,1,2.474,1.784,2.112,10.1349,20.8549,76.5573,1.6305,10.2122,7.1377,4.6768,34.5096,1
RC02294,1,48.3319,4.5835,376.1246,28.2912,3.9481,5688.7741,1,1435.6607,120.1293,4.9251,2.5762,2.7612,25.5507,24.041,2.5232,1
RC02295,1,48.3319,4.5835,376.1246,28.2912,3.9481,5688.7741,1,1435.6607,120.1293,4.9251,2.5762,2.7612,25.5507,24.041,2.5232,1
RC02323,620.2204,208.1048,232.8266,143.6717,232.2464,51.6433,3012.0808,375.5153,753.745,190.5183,410.2245,270.0864,322.4239,843.8622,551.8164,229.9512,109.1513
RC03346,620.2204,208.1048,232.8266,143.6717,232.2464,51.6433,3012.0808,375.5153,753.745,190.5183,410.2245,270.0864,322.4239,843.8622,551.8164,229.9512,109.1513
RC01724,12.43,28.6103,8.9418,24.4453,33.7495,4.3166,88.3402,52.8927,6.1684,7.6183,10.8126,20.7024,31.3461,7.1377,2.3481,23.8474,32.1133
RC00137,36.29,37.4989,28.537,13.7226,7.4582,15.6349,29.9112,20.5331,18.8275,26.2671,34.3817,22.0177,26.2497,32.6884,28.3501,26.3705,29.4529
RC03005,36.29,37.4989,28.537,13.7226,7.4582,15.6349,29.9112,20.5331,18.8275,26.2671,34.3817,22.0177,26.2497,32.6884,28.3501,26.3705,29.4529
RC00257,81.0101,8.8886,13.2032,1,1,12.0553,9.7811,15.4558,37.6598,18.6488,15.719,13.3731,15.7892,25.5507,10.1919,20.8011,46.7549
RC01268,2,246.548,3152.0668,2,100.2484,63.5412,141.7129,6.0773,54.2853,30.6793,6.9063,131.7209,131.2869,554.3912,5.7993,8.0926,20.3019
RC00102,198.3101,118.3853,71.6987,97.7811,156.8308,28.6902,68.2899,61.8233,121.1912,50.3281,71.7071,123.7121,70.1336,163.5797,52.043,69.496,108.3211
RC04176,71.58,30.6102,29.8276,14.7226,101.2484,59.382,29.9704,39.6955,20.0678,38.2976,52.0632,34.0511,84.8936,27.5507,23.7124,360.9431,79.8681
RCC0051,24.86,29.6103,18.6583,2,40.2077,8.6332,15.9556,56.858,18.1063,6.4122,18.6815,15.8705,16.3827,26.5507,14.8686,33.9864,51.4152
RC03004,82.0101,2,8.2953,330.234,7.4582,3.1055,24.423,7.9306,35.6549,10.8244,55.9695,37.4644,14.7571,664.8695,28.1049,2,9.3208
RC00103,82.0101,2,8.2953,330.234,7.4582,3.1055,24.423,7.9306,35.6549,10.8244,55.9695,37.4644,14.7571,664.8695,28.1049,2,9.3208
RC10633,198.3101,118.3853,71.6987,97.7811,156.8308,28.6902,68.2899,61.8233,121.1912,50.3281,71.7071,123.7121,70.1336,163.5797,52.043,69.496,108.3211
RC01269,36.29,2,16.1402,37.1679,29.2912,7.8961,3.2544,32.0236,4.0433,15.2366,35.3629,542.5563,6.5835,394.8115,4.206,8.0927,12.9812
RC03348,1,36.4989,6.811,12.7226,1,6.1591,5.0769,59.1939,4.3655,23.061,10.8126,9.0386,27.1464,1,8.1084,20.8011,32.1133
SNK0016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC10092,236.6001,268.3252,182.9123,3653.7418,95.3319,36.7437,121.84,59.1514,453.0863,345.5331,298.454,416.7864,643.935,554.2536,727.2951,560.9078,35.453
RM10092,2,21.7216,123.0633,3624.2965,29.2912,11.5812,97.494,22.7571,411.9889,152.0147,8.8688,155.9943,68.7207,284.3333,685.9983,73.5886,18.4718
RE10092,1,4.9443,26.6654,1,1,1.3685,5.8609,3.9653,4.6059,5.4122,1,124.8102,60.3825,99.2029,24.1635,16.2316,1
RC00936,46.72,44.3875,23.663,12.7226,22.833,11.6868,24.0503,32.8769,24.919,31.8854,24.5503,20.466,13.4861,19.413,23.5507,16.2316,46.7549
RC00939,46.72,44.3875,23.663,12.7226,22.833,11.6868,24.0503,32.8769,24.919,31.8854,24.5503,20.466,13.4861,19.413,23.5507,16.2316,46.7549
RC02235,46.72,44.3875,23.663,12.7226,22.833,11.6868,24.0503,32.8769,24.919,31.8854,24.5503,20.466,13.4861,19.413,23.5507,16.2316,46.7549
RC02236,46.72,44.3875,23.663,12.7226,22.833,11.6868,24.0503,32.8769,24.919,31.8854,24.5503,20.466,13.4861,19.413,23.5507,16.2316,46.7549
RC00943,35.29,12.833,12.5252,294.0661,17.3747,19.4255,120.6419,56.97,403.056,151.0147,80.4824,3.916,16.8504,1,452.0148,51.2643,50.4153
RC01655,36.29,37.4989,17.9803,318.5114,18.3747,27.0587,132.4614,67.9779,458.2644,383.655,82.4637,6.0981,23.8564,2,479.9776,64.4496,95.34
RM01655,36.29,37.4989,17.9803,318.5114,18.3747,27.0587,132.4614,67.9779,458.2644,383.655,82.4637,6.0981,23.8564,2,479.9776,64.4496,95.34
RM01220,35.29,12.833,12.5252,294.0661,17.3747,19.4255,120.6419,56.97,403.056,151.0147,80.4824,3.916,16.8504,1,452.0148,51.2643,50.4153
RC01220,35.29,12.833,12.5252,294.0661,17.3747,19.4255,120.6419,56.97,403.056,151.0147,80.4824,3.916,16.8504,1,452.0148,51.2643,50.4153
RC01218,1,24.6659,5.4551,24.4453,1,7.6332,11.8195,11.0079,55.2084,232.6403,1.9813,2.1821,7.006,1,27.9628,13.1853,44.9247
RM02300,1,4.9443,12.5252,36.1679,11.9165,3.9481,6.4882,10.6372,46.5543,93.6561,2.9625,9.5115,8.4059,7.1377,12.2754,8.6158,21.1321
RM02301,23.86,4.9443,11.2662,1,1,6.1591,9.9379,12.4905,13.3802,14.2366,5.9063,4.7829,5.5384,1,6.6377,20.8011,10.151
RC01224,69.5801,16.7773,16.0118,71.3359,61.0407,10.2128,16.6805,26.5757,190.1887,36.2976,20.6253,15.2646,28.614,13.2754,171.2336,45.1717,46.7549
RC07168,69.5801,16.7773,16.0118,71.3359,61.0407,10.2128,16.6805,26.5757,190.1887,36.2976,20.6253,15.2646,28.614,13.2754,171.2336,45.1717,46.7549
RC00941,1,1,3.4213,59.6132,6.4582,1.737,91.0059,7.6719,241.272,29.6793,2.9625,4.7041,13.4184,13.2754,65.3431,1,15.6416
RC04326,1,1,1.8717,1,1,1,1.3136,1,1.4808,27.4732,1,1.4729,1.5645,1,2.103,2.5232,1
RM00943,35.29,12.833,12.5252,294.0661,17.3747,19.4255,120.6419,56.97,403.056,151.0147,80.4824,3.916,16.8504,1,452.0148,51.2643,50.4153
RMC0006,1,20.7216,35.8662,12.7226,6.4582,12.7923,29.3816,18.7918,30.448,27.4732,26.5129,37.6466,16.7149,50.1014,28.8208,23.8474,50.4153
RM02161,23.86,44.3875,51.8466,83.0585,11.9165,19.794,15.7396,27.317,27.0826,36.2976,19.644,44.9759,18.6115,123.7536,22.8154,14.7085,41.2643
RM00081,103.8701,237.6593,295.0385,352.6793,104.7067,54.3284,116.0946,85.5109,201.9679,232.6403,54.9695,187.5428,76.6619,909.3767,125.1712,45.1717,334.0954
RMC0004,23.86,146.9399,82.9356,141.6717,71.9572,51.1174,72.0325,69.2018,102.2051,176.2818,20.6253,17.4712,58.2827,111.4782,96.1053,93.9129,140.0948
RMC0005,23.86,146.9399,82.9356,141.6717,71.9572,51.1174,72.0325,69.2018,102.2051,176.2818,20.6253,17.4712,58.2827,111.4782,96.1053,93.9129,140.0948
RMC0007,1,20.7216,35.8662,12.7226,6.4582,12.7923,29.3816,18.7918,30.448,27.4732,26.5129,37.6466,16.7149,50.1014,28.8208,23.8474,50.4153
RMC0008,1,20.7216,35.8662,12.7226,6.4582,12.7923,29.3816,18.7918,30.448,27.4732,26.5129,37.6466,16.7149,50.1014,28.8208,23.8474,50.4153
RMC0184,1,20.7216,35.8662,12.7226,6.4582,12.7923,29.3816,18.7918,30.448,27.4732,26.5129,37.6466,16.7149,50.1014,28.8208,23.8474,50.4153
RMC0187,1,8.8886,6.5205,12.7226,17.3747,2.1055,2.2544,3.224,6.4088,7.6183,3.9438,21.4117,4.9062,25.5507,3.5737,10.139,10.151
RC04230,1,8.8886,15.0433,12.7226,1,9.1072,12.1331,13.6025,7.731,5.4122,11.7939,8.6445,7.2995,31.6884,3.4512,13.1853,10.151
RC04231,1,8.8886,15.0433,12.7226,1,9.1072,12.1331,13.6025,7.731,5.4122,11.7939,8.6445,7.2995,31.6884,3.4512,13.1853,10.151
RC03018,36.29,49.3318,18.9488,60.6132,7.4582,7.5276,16.8965,44.6261,91.0653,271.144,19.6627,20.0475,16.3827,14.2754,23.08,49.218,31.2831
RC03269,12.43,48.3319,6.5205,1,1,6.5277,8.0562,8.7839,5.5675,1,11.7939,12.7427,11.296,13.2754,3.2061,10.139,32.1133
RM03035,23.86,24.6659,6.6173,12.7226,1,8.0017,7.429,12.8612,11.0965,9.8244,16.7002,9.5115,6.8705,13.2754,16.5649,16.2316,48.5851
RM00130,70.58,25.6659,26.7937,72.3358,40.2077,21.531,32.4201,37.5836,41.5445,65.9769,27.5128,19.1806,68.8787,32.6884,33.9877,32.4632,93.5098
DMN0044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RC00289,116.3001,45.3875,37.641,95.7812,83.8737,22.2681,63.6242,67.9778,117.8691,114.511,135.4518,118.0868,66.3725,57.2391,41.2187,58.357,58.736
RC00286,481.0604,8.8886,5.1646,1,22.833,4.3166,7.1154,62.5299,6.1684,100.2744,718.3038,79.5734,7.5479,7.1377,25.6342,25.3706,171.2081
RCC0053,193.73,4.9443,4.7772,12.7226,1,1,475.334,4.336,27.3229,7.6183,443.8243,17.4712,1.6774,50.1014,1.8579,1,1
RC01904,1,16.7773,83.4199,36.1679,22.833,4.6851,4.7633,186.7016,468.5629,42.9159,1,2.3398,2.7837,1,12.8882,20.8011,57.736
RC01431,46.72,8.8886,98.6254,212.0076,33.7495,35.6399,224.133,33.9889,172.64,274.5562,9.8314,15.7374,13.3732,43.9638,635.117,40.6022,92.5097
